"Внешний код";"Наименование элемента";"Артикул [ARTNUMBER]";"Бренд [MANUFACTURER]";"Название раздела";"Название раздела";"Название раздела";"Цена ""Розничная цена""";"Валюта для цены ""Розничная цена"""
"00000000111";"Блок питания S-25-12";"000111";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"680.00";"RUB"
"00000000114";"Блок питания S-250-12";"000114";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"2820.00";"RUB"
"00000000115";"Блок питания S-250-24";"000115";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"3032.00";"RUB"
"00000000117";"Блок питания S-300-12";"000117";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"3351.00";"RUB"
"00000000119";"Блок питания S-300-24";"000119";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"3492.00";"RUB"
"00000000121";"Блок питания S-35-12";"000121";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"840.00";"RUB"
"00000000124";"Блок питания S-350-12";"000124";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"4118.00";"RUB"
"00000000125";"Блок питания S-350-24";"000125";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"4566.00";"RUB"
"00000000126";"Блок питания S-40-12";"000126";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"991.00";"RUB"
"00000000127";"Блок питания S-40-24";"000127";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"991.00";"RUB"
"00000000128";"Блок питания S-400-12";"000128";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"4460.00";"RUB"
"00000000130";"Блок питания S-400-24";"000130";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"4967.00";"RUB"
"00000000138";"Блок питания S-500-12";"000138";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"7941.00";"RUB"
"00000000142";"Блок питания S-60-12";"000142";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"1070.00";"RUB"
"00000000143";"Блок питания S-60-24";"000143";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"1104.00";"RUB"
"00000000144";"Блок питания S-600-12";"000144";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"12980.00";"RUB"
"00000000145";"Блок питания S-600-24";"000145";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"14832.00";"RUB"
"00-00000298";"Блок питания S-75-12";"000298";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"1329.00";"RUB"
"00-00000299";"Блок питания S-75-24";"000299";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"1260.00";"RUB"
"00000000147";"Блок питания S-800-12";"000147";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"20343.00";"RUB"
"00000000148";"Блок питания S-800-24";"000148";"SWG";"Подсветка";"Блоки питания";"SWG S. Сетка IP20";"23305.00";"RUB"
"00000000273";"Блок питания T-100-12";"000273";"SWG";"Подсветка";"Блоки питания";"SWG T. Узкие IP20";"1666.00";"RUB"
"00-00007292";"Блок питания T-100-12-LUX";"007292";"Lumker";"Подсветка";"Блоки питания";"LUMKER T-LUX. Узкие LUX IP20";"2277.00";"RUB"
"00-00000300";"Блок питания T-100-24";"000300";"SWG";"Подсветка";"Блоки питания";"SWG T. Узкие IP20";"1810.00";"RUB"
"00-00007293";"Блок питания T-100-24-LUX";"007293";"Lumker";"Подсветка";"Блоки питания";"LUMKER T-LUX. Узкие LUX IP20";"2277.00";"RUB"
"00000000167";"Блок питания T-150-12";"000167";"SWG";"Подсветка";"Блоки питания";"SWG T. Узкие IP20";"2031.00";"RUB"
"00-00007294";"Блок питания T-150-12-LUX";"007294";"Lumker";"Подсветка";"Блоки питания";"LUMKER T-LUX. Узкие LUX IP20";"2867.00";"RUB"
"00-00000301";"Блок питания T-150-24";"000301";"SWG";"Подсветка";"Блоки питания";"SWG T. Узкие IP20";"2206.00";"RUB"
"00-00007295";"Блок питания T-150-24-LUX";"007295";"Lumker";"Подсветка";"Блоки питания";"LUMKER T-LUX. Узкие LUX IP20";"2867.00";"RUB"
"00000000532";"Блок питания T-200-12";"000532";"SWG";"Подсветка";"Блоки питания";"SWG T. Узкие IP20";"2414.00";"RUB"
"00-00007296";"Блок питания T-200-12-LUX";"007296";"Lumker";"Подсветка";"Блоки питания";"LUMKER T-LUX. Узкие LUX IP20";"3280.00";"RUB"
"00-00001029";"Блок питания T-200-24";"001029";"SWG";"Подсветка";"Блоки питания";"SWG T. Узкие IP20";"2513.00";"RUB"
"00-00007297";"Блок питания T-200-24-LUX";"007297";"Lumker";"Подсветка";"Блоки питания";"LUMKER T-LUX. Узкие LUX IP20";"3280.00";"RUB"
"00000000930";"Блок питания T-250-12";"000930";"SWG";"Подсветка";"Блоки питания";"SWG T. Узкие IP20";"2927.00";"RUB"
"00-00007298";"Блок питания T-250-12-LUX";"007298";"Lumker";"Подсветка";"Блоки питания";"LUMKER T-LUX. Узкие LUX IP20";"3433.00";"RUB"
"00-00001035";"Блок питания T-250-24";"001035";"SWG";"Подсветка";"Блоки питания";"SWG T. Узкие IP20";"3071.00";"RUB"
"00-00007299";"Блок питания T-250-24-LUX";"007299";"Lumker";"Подсветка";"Блоки питания";"LUMKER T-LUX. Узкие LUX IP20";"3433.00";"RUB"
"00-00002381";"Блок питания T-300-12";"002381";"SWG";"Подсветка";"Блоки питания";"SWG T. Узкие IP20";"3693.00";"RUB"
"00-00005026";"Блок питания T-300-12-LUX";"005026";"Lumker";"Подсветка";"Блоки питания";"LUMKER T-LUX. Узкие LUX IP20";"4271.00";"RUB"
"00-00002901";"Блок питания T-300-24";"002901";"SWG";"Подсветка";"Блоки питания";"SWG T. Узкие IP20";"3693.00";"RUB"
"00-00005027";"Блок питания T-300-24-LUX";"005027";"Lumker";"Подсветка";"Блоки питания";"LUMKER T-LUX. Узкие LUX IP20";"4271.00";"RUB"
"00000000418";"Блок питания T-60-12";"000418";"SWG";"Подсветка";"Блоки питания";"SWG T. Узкие IP20";"1265.00";"RUB"
"00-00007290";"Блок питания T-60-12-LUX";"007290";"Lumker";"Подсветка";"Блоки питания";"LUMKER T-LUX. Узкие LUX IP20";"1888.00";"RUB"
"00-00001385";"Блок питания T-60-24";"001385";"SWG";"Подсветка";"Блоки питания";"SWG T. Узкие IP20";"1328.00";"RUB"
"00-00007291";"Блок питания T-60-24-LUX";"007291";"Lumker";"Подсветка";"Блоки питания";"LUMKER T-LUX. Узкие LUX IP20";"1888.00";"RUB"
"00000000436";"Блок питания TPW-100-12";"000436";"SWG";"Подсветка";"Блоки питания";"SWG TPW. Стандартные IP67";"3551.00";"RUB"
"09-00900080";"Блок питания TPW-100-24";"900080";"SWG";"Подсветка";"Блоки питания";"SWG TPW. Стандартные IP67";"3988.00";"RUB"
"00000000437";"Блок питания TPW-150-12";"000437";"SWG";"Подсветка";"Блоки питания";"SWG TPW. Стандартные IP67";"4849.00";"RUB"
"00000000830";"Блок питания TPW-150-24";"000830";"SWG";"Подсветка";"Блоки питания";"SWG TPW. Стандартные IP67";"5357.00";"RUB"
"09-00900271";"Блок питания TPW-20-12";"900271";"SWG";"Подсветка";"Блоки питания";"SWG TPW. Стандартные IP67";"1380.00";"RUB"
"00000000438";"Блок питания TPW-200-12";"000438";"SWG";"Подсветка";"Блоки питания";"SWG TPW. Стандартные IP67";"6112.00";"RUB"
"09-00900905";"Блок питания TPW-200-24";"900905";"SWG";"Подсветка";"Блоки питания";"SWG TPW. Стандартные IP67";"7021.00";"RUB"
"00-00000267";"Блок питания TPW-250-12";"000267";"SWG";"Подсветка";"Блоки питания";"SWG TPW. Стандартные IP67";"7705.00";"RUB"
"09-00900279";"Блок питания TPW-250-24";"900279";"SWG";"Подсветка";"Блоки питания";"SWG TPW. Стандартные IP67";"8024.00";"RUB"
"09-00900081";"Блок питания TPW-30-12";"900081";"SWG";"Подсветка";"Блоки питания";"SWG TPW. Стандартные IP67";"1616.00";"RUB"
"00000000439";"Блок питания TPW-300-12";"000439";"SWG";"Подсветка";"Блоки питания";"SWG TPW. Стандартные IP67";"9487.00";"RUB"
"00000000469";"Блок питания TPW-300-24";"000469";"SWG";"Подсветка";"Блоки питания";"SWG TPW. Стандартные IP67";"9746.00";"RUB"
"09-00900148";"Блок питания TPW-45-12";"900148";"SWG";"Подсветка";"Блоки питания";"SWG TPW. Стандартные IP67";"1663.00";"RUB"
"09-00900047";"Блок питания TPW-60-12";"900047";"SWG";"Подсветка";"Блоки питания";"SWG TPW. Стандартные IP67";"2430.00";"RUB"
"00-00002539";"Блок питания TPWL-100-12";"002539";"Lumker";"Подсветка";"Блоки питания";"LUMKER TPWL. LUX IP67";"4330.00";"RUB"
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Блоки питания";"";"";""
"00-00002542";"Блок питания TPWL-100-24";"002542";"Lumker";"Подсветка";"Блоки питания";"LUMKER TPWL. LUX IP67";"4330.00";"RUB"
"00-00002540";"Блок питания TPWL-150-12";"002540";"Lumker";"Подсветка";"Блоки питания";"LUMKER TPWL. LUX IP67";"5888.00";"RUB"
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Блоки питания";"";"";""
"00-00002543";"Блок питания TPWL-150-24";"002543";"Lumker";"Подсветка";"Блоки питания";"LUMKER TPWL. LUX IP67";"5888.00";"RUB"
"00-00002541";"Блок питания TPWL-200-12";"002541";"Lumker";"Подсветка";"Блоки питания";"LUMKER TPWL. LUX IP67";"7268.00";"RUB"
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Блоки питания";"";"";""
"00-00002544";"Блок питания TPWL-200-24";"002544";"Lumker";"Подсветка";"Блоки питания";"LUMKER TPWL. LUX IP67";"7268.00";"RUB"
"00-00003059";"Блок питания XT-120-12";"003059";"SWG";"Подсветка";"Блоки питания";"SWG XT. Ультракомпактные IP20";"2631.00";"RUB"
"00-00003065";"Блок питания XT-120-24";"003065";"SWG";"Подсветка";"Блоки питания";"SWG XT. Ультракомпактные IP20";"2832.00";"RUB"
"00-00003060";"Блок питания XT-150-12";"003060";"SWG";"Подсветка";"Блоки питания";"SWG XT. Ультракомпактные IP20";"2891.00";"RUB"
"00-00003066";"Блок питания XT-150-24";"003066";"SWG";"Подсветка";"Блоки питания";"SWG XT. Ультракомпактные IP20";"3103.00";"RUB"
"00-00003061";"Блок питания XT-200-12";"003061";"SWG";"Подсветка";"Блоки питания";"SWG XT. Ультракомпактные IP20";"3481.00";"RUB"
"00-00003067";"Блок питания XT-200-24";"003067";"SWG";"Подсветка";"Блоки питания";"SWG XT. Ультракомпактные IP20";"3740.00";"RUB"
"00-00003062";"Блок питания XT-250-12";"003062";"SWG";"Подсветка";"Блоки питания";"SWG XT. Ультракомпактные IP20";"3681.00";"RUB"
"00-00003068";"Блок питания XT-250-24";"003068";"SWG";"Подсветка";"Блоки питания";"SWG XT. Ультракомпактные IP20";"3953.00";"RUB"
"00-00003069";"Блок питания XTW-100-12";"003069";"SWG";"Подсветка";"Блоки питания";"SWG XTW. Ультракомпактные IP67";"5262.00";"RUB"
